checklist_ID,date,year,month,latitude,longitude,effort_hours,observer_ID,n_species,land_cover_code,land_cover
S17210058,2014-02-25,2014,2,17.0598104,-88.8482916,1,obsr247125,12,10,forest
S17210075,2014-02-25,2014,2,17.0691746,-88.9677787,1.3333333333333333,obsr247125,14,10,forest
S17210090,2014-02-25,2014,2,17.0671233,-88.9915538,1,obsr247125,10,10,forest
S17211127,2014-02-25,2014,2,18.64409,-90.3189898,NA,obsr216000,16,30,grassland
S17211146,2014-02-22,2014,2,15.4680462,-90.2893162,1,obsr403445,16,10,forest
S17211157,2014-02-25,2014,2,18.0512836,-91.9116211,0.25,obsr216000,23,30,grassland
S17211513,2014-02-25,2014,2,15.4227513,-90.3251059,NA,obsr403445,4,50,urban
S17211595,2014-02-26,2014,2,14.6033521,-90.4855013,0.18333333333333332,obsr418529,17,30,grassland
S17212651,2014-02-15,2014,2,17.840845,-87.986673,NA,obsr398812,1,80,other
S17213336,2014-02-20,2014,2,20.84722,-86.875,2,obsr349170,17,80,other
S17213337,2014-02-26,2014,2,15.2091425,-90.2058133,7,obsr328838,57,10,forest
S17213420,2014-02-26,2014,2,16.6582304,-92.4563026,1.8333333333333333,obsr47545,43,50,urban
S17213715,2014-02-26,2014,2,16.6582304,-92.4563026,0.75,obsr47545,33,50,urban
S17213720,2014-02-23,2014,2,21.047897,-88.360076,3,obsr491030,11,10,forest
S17216068,2014-02-16,2014,2,18.5617866,-88.8175964,NA,obsr135493,24,30,grassland
S17216074,2014-02-16,2014,2,18.6393079,-88.7592101,2.75,obsr135493,17,10,forest
S17216076,2014-02-16,2014,2,18.6523051,-88.7719345,NA,obsr135493,10,30,grassland
S17216083,2014-02-16,2014,2,18.6393079,-88.7592101,3,obsr135493,42,10,forest
S17216084,2014-02-16,2014,2,18.5617866,-88.8175964,NA,obsr135493,48,30,grassland
S17216086,2014-02-15,2014,2,18.6757251,-88.3884323,NA,obsr135493,8,10,forest
S17216089,2014-02-15,2014,2,18.7320361,-88.3532442,1.0833333333333333,obsr135493,10,10,forest
S17216090,2014-02-15,2014,2,18.7320361,-88.3532442,4,obsr135493,36,10,forest
S17216093,2014-02-14,2014,2,18.7789839,-87.742035,NA,obsr135493,3,95,wetland
S17216095,2014-02-14,2014,2,18.7272504,-87.7072535,4.5,obsr135493,34,30,grassland
S17216097,2014-02-14,2014,2,18.7789839,-87.742035,1.6666666666666667,obsr135493,25,95,wetland
S17216099,2014-02-14,2014,2,18.6578475,-88.4038067,NA,obsr135493,5,10,forest
S17216102,2014-02-13,2014,2,19.6269137,-87.946874,5,obsr135493,28,10,forest
S17216105,2014-02-13,2014,2,19.7175858,-87.7436829,3,obsr135493,22,90,wetland
S17216107,2014-02-12,2014,2,20.4976172,-87.7332115,0.16666666666666666,obsr135493,3,50,urban
S17216110,2014-02-12,2014,2,20.4918848,-87.7387905,0.5,obsr135493,20,80,other
S17216112,2014-02-12,2014,2,20.4906975,-87.7317009,5.25,obsr135493,48,10,forest
S17216113,2014-02-12,2014,2,20.4918848,-87.7387905,3,obsr135493,38,80,other
S17216115,2014-02-11,2014,2,20.3571834,-87.5811195,1,obsr135493,22,10,forest
S17216117,2014-02-11,2014,2,20.6392101,-87.07901,NA,obsr135493,2,50,urban
S17216120,2014-02-11,2014,2,20.499828,-86.8459126,3.5,obsr135493,30,10,forest
S17216122,2014-02-11,2014,2,20.4879998,-86.9676769,1.5,obsr135493,22,50,urban
S17216124,2014-02-10,2014,2,20.4879998,-86.9676769,NA,obsr135493,1,50,urban
S17216128,2014-02-10,2014,2,20.6818391,-88.5692024,4,obsr135493,34,10,forest
S17216132,2014-02-09,2014,2,20.6951682,-88.2052803,NA,obsr135493,2,50,urban
S17216137,2014-02-09,2014,2,20.8030962,-88.2009888,NA,obsr135493,1,50,urban
S17216141,2014-02-09,2014,2,20.8910108,-88.1363583,1.9166666666666667,obsr135493,20,10,forest
S17216144,2014-02-09,2014,2,21.474551,-88.1308758,0.3333333333333333,obsr135493,27,90,wetland
S17216146,2014-02-09,2014,2,21.5976073,-88.157941,NA,obsr135493,9,50,urban
S17216148,2014-02-09,2014,2,21.6064953,-87.9904102,1.75,obsr135493,33,50,urban
S17216153,2014-02-09,2014,2,21.560135,-88.041925,1.6666666666666667,obsr135493,49,30,grassland
S17216158,2014-02-08,2014,2,21.5976073,-88.157941,NA,obsr135493,10,50,urban
S17216166,2014-02-08,2014,2,21.6064953,-87.9904102,2.5,obsr135493,32,50,urban
S17216169,2014-02-08,2014,2,21.560135,-88.041925,1.75,obsr135493,38,30,grassland
S17216172,2014-02-08,2014,2,21.6081209,-88.105545,2.6666666666666665,obsr135493,48,80,other
S17216177,2014-02-07,2014,2,21.4176597,-88.1422806,NA,obsr135493,1,10,forest
S17216179,2014-02-07,2014,2,21.5976073,-88.157941,2.75,obsr135493,44,50,urban
S17216663,2014-01-08,2014,1,16.781198,-88.45717,NA,obsr336214,112,10,forest
S17216883,2014-02-14,2014,2,17.908,-92.771,1.25,obsr60422,27,30,grassland
S17217080,2014-02-14,2014,2,17.9591385,-91.753521,1.5,obsr60422,34,30,grassland
S17217211,2014-02-14,2014,2,18.516,-89.506,2,obsr60422,24,10,forest
S17217266,2014-02-26,2014,2,18.306323,-88.189451,6,obsr448162,36,10,forest
S17217862,2014-02-15,2014,2,18.3008914,-89.8469592,4.5,obsr60422,34,10,forest
S17218508,2014-02-15,2014,2,18.113345,-89.8033067,4.25,obsr60422,35,10,forest
S17218867,2014-02-23,2014,2,20.1707507,-87.4494137,0.4166666666666667,obsr19824,8,50,urban
S17218901,2014-02-23,2014,2,20.0932666,-87.4742255,0.6,obsr19824,5,10,forest
S17218932,2014-02-24,2014,2,20.4906975,-87.7317009,7.733333333333333,obsr19824,52,10,forest
S17219609,2014-02-13,2014,2,19.1402037,-87.6008976,NA,obsr179637,42,10,forest
S17219756,2014-02-24,2014,2,20.6818391,-88.5692024,NA,obsr179637,26,10,forest
S17219921,2014-02-01,2014,2,18.0699214,-88.4892726,8,obsr315699,28,30,grassland
S17220124,2014-02-02,2014,2,17.764628,-88.6520934,8,obsr315699,79,10,forest
S17220588,2014-02-26,2014,2,16.8190119,-93.0590167,4,obsr289455,55,10,forest
S17221377,2014-02-26,2014,2,16.9954574,-88.329121,NA,obsr445431,1,30,grassland
S17221397,2014-02-26,2014,2,16.7976391,-88.4088707,0.36666666666666664,obsr445431,11,10,forest
S17221481,2014-02-26,2014,2,16.781198,-88.45717,2.55,obsr445431,55,10,forest
S17221510,2014-02-26,2014,2,16.62235,-88.56007,0.4166666666666667,obsr445431,12,10,forest
S17222776,2014-02-25,2014,2,21.2836481,-89.6584339,NA,obsr135493,39,50,urban
S17222983,2014-02-25,2014,2,21.2836481,-89.6584339,NA,obsr205667,39,50,urban
S17223034,2014-02-27,2014,2,21.148954,-88.1676435,2.5,obsr439605,45,50,urban
S17223380,2014-02-27,2014,2,16.729201,-92.6477051,1.6666666666666667,obsr295463,25,50,urban
S17223583,2014-02-16,2014,2,18.4030713,-89.488374,6,obsr60422,50,10,forest
S17223632,2014-02-16,2014,2,18.4257512,-88.8030481,1.5,obsr60422,30,10,forest
S17223677,2014-02-27,2014,2,14.6661608,-90.5129376,NA,obsr424201,1,50,urban
S17223703,2014-02-17,2014,2,18.516,-89.506,1.5,obsr60422,15,10,forest
S17223729,2014-02-17,2014,2,18.5091923,-89.4856403,2,obsr60422,16,10,forest
S17224415,2014-02-27,2014,2,16.7541079,-92.6327303,0.3333333333333333,obsr289884,7,10,forest
S17224464,2014-02-27,2014,2,16.6834038,-93.0181503,NA,obsr289884,2,30,grassland
S17224501,2014-02-17,2014,2,17.9591385,-91.753521,1,obsr60422,32,30,grassland
S17224533,2014-02-17,2014,2,17.4847008,-91.9739342,NA,obsr60422,4,10,forest
S17224582,2014-02-27,2014,2,16.718628,-92.6805031,0.8333333333333334,obsr47545,34,10,forest
S17224637,2014-02-18,2014,2,17.4837164,-92.046634,5,obsr60422,22,30,grassland
S17224730,2014-02-27,2014,2,16.7085693,-92.6805392,1.6666666666666667,obsr47545,38,10,forest
S17224880,2014-02-27,2014,2,14.7400228,-91.2107277,0.75,obsr352767,5,10,forest
S17225755,2014-02-27,2014,2,16.7541079,-92.6327303,0.5,obsr289884,12,10,forest
S17225784,2014-02-23,2014,2,20.0932666,-87.4742255,0.6,obsr134716,5,10,forest
S17225796,2014-02-23,2014,2,20.1707507,-87.4494137,0.4166666666666667,obsr134716,8,50,urban
S17225799,2014-02-20,2014,2,20.0785613,-87.6110959,6.783333333333333,obsr134716,41,10,forest
S17225817,2014-02-22,2014,2,19.9656045,-87.7381897,NA,obsr134716,2,10,forest
S17225821,2014-02-19,2014,2,20.5052948,-87.2259951,2.95,obsr134716,28,30,grassland
S17225827,2014-02-21,2014,2,20.5052948,-87.2259951,1.0666666666666667,obsr134716,11,30,grassland
S17225832,2014-02-22,2014,2,19.6269137,-87.946874,7.616666666666666,obsr134716,43,10,forest
S17225838,2014-02-24,2014,2,20.4906975,-87.7317009,7.733333333333333,obsr134716,52,10,forest
S17231360,2014-02-27,2014,2,17.2500067,-88.7746811,0.16666666666666666,obsr445431,11,50,urban
S17232966,2014-02-22,2014,2,20.504212,-87.224488,1,obsr127404,28,30,grassland
S17233806,2014-02-22,2014,2,17.7517929,-88.6539173,2.5,obsr85980,115,10,forest
S17233884,2014-02-26,2014,2,17.90933,-87.97262,3,obsr85980,52,10,forest
S17234149,2014-02-21,2014,2,20.5685104,-88.5133266,3,obsr431367,54,50,urban
S17235913,2014-02-20,2014,2,17.2037698,-89.589386,4,obsr328838,90,10,forest
S17236023,2014-02-18,2014,2,17.6973432,-88.5441399,4,obsr328838,105,90,wetland
S17236032,2014-02-27,2014,2,16.7541079,-92.6327303,0.3333333333333333,obsr400413,7,10,forest
S17236248,2014-02-24,2014,2,18.4597451,-89.0005875,NA,obsr216000,18,30,grassland
S17236561,2014-01-15,2014,1,17.4915478,-88.2325745,NA,obsr353946,3,95,wetland
S17236670,2014-02-27,2014,2,16.7541079,-92.6327303,0.5,obsr400413,12,10,forest
S17237147,2014-01-06,2014,1,17.7729446,-88.6433172,NA,obsr353946,4,80,other
S17237647,2014-01-07,2014,1,18.0591005,-88.5374451,4,obsr353946,34,10,forest
S17237774,2014-01-10,2014,1,17.7574397,-88.0301857,4,obsr353946,3,95,wetland
S17237894,2014-01-14,2014,1,17.740505,-88.025575,2,obsr353946,6,50,urban
S17238563,2014-02-25,2014,2,17.097736,-88.9743769,1,obsr291865,2,10,forest
S17238588,2014-02-26,2014,2,17.0910356,-88.9801125,NA,obsr291865,1,10,forest
S17238959,2014-02-27,2014,2,17.09923,-88.97956,1,obsr291865,33,10,forest
S17240404,2014-02-15,2014,2,21.3138442,-89.3539524,1.25,obsr300580,9,50,urban
S17240467,2014-02-17,2014,2,20.2585512,-89.3438416,NA,obsr300580,3,10,forest
S17240554,2014-02-28,2014,2,17.740505,-88.025575,0.5,obsr132334,16,50,urban
S17240586,2014-02-28,2014,2,14.593384,-90.474987,NA,obsr338486,1,50,urban
S17241442,2014-02-28,2014,2,16.92704,-89.890819,1.5,obsr355638,16,80,other
S17241518,2014-02-28,2014,2,16.92243,-89.890433,0.16666666666666666,obsr355638,4,10,forest
S17242233,2014-02-28,2014,2,17.2500067,-88.7746811,0.48333333333333334,obsr445431,18,50,urban
S17242253,2014-02-28,2014,2,17.3326713,-88.5667271,1.7166666666666666,obsr445431,60,50,urban
S17242255,2014-02-28,2014,2,17.4793232,-88.4049654,NA,obsr445431,5,90,wetland
S17242256,2014-02-28,2014,2,17.569332,-88.4728764,0.08333333333333333,obsr445431,27,10,forest
S17242843,2014-02-16,2014,2,16.1753138,-88.820175,2,obsr246930,5,10,forest
S17242878,2014-02-28,2014,2,16.7364189,-92.6407301,0.5,obsr295463,6,50,urban
S17243140,2014-02-15,2014,2,14.7958372,-90.9847355,1.5,obsr326529,30,30,grassland
S17243216,2014-02-14,2014,2,17.3496315,-88.5531977,24,obsr290878,19,10,forest
S17243277,2014-02-14,2014,2,16.5557597,-88.7066394,4,obsr290878,34,10,forest
S17243310,2014-02-16,2014,2,16.5557597,-88.7066394,10,obsr290878,16,10,forest
S17243364,2014-02-17,2014,2,16.5557597,-88.7066394,10,obsr290878,10,10,forest
S17245575,2014-02-28,2014,2,15.4233583,-90.3247458,NA,obsr403445,3,50,urban
S17246328,2014-02-25,2014,2,17.09923,-88.97956,NA,obsr291865,1,10,forest
S17246377,2014-02-23,2014,2,17.09923,-88.97956,NA,obsr291865,1,10,forest
S17247803,2014-03-01,2014,3,17.740505,-88.025575,3,obsr132334,38,50,urban
S17247886,2014-03-01,2014,3,17.740505,-88.025575,1,obsr132334,28,50,urban
S17247982,2014-02-19,2014,2,16.8335433,-93.0685329,NA,obsr52442,45,10,forest
S17248327,2014-02-19,2014,2,16.159331,-93.0788927,0.5,obsr52442,36,50,urban
S17248418,2014-02-19,2014,2,15.991571,-92.8350735,0.4166666666666667,obsr52442,17,50,urban
S17248631,2014-02-19,2014,2,15.991571,-92.8350735,0.4166666666666667,obsr131498,17,50,urban
S17248632,2014-02-19,2014,2,16.159331,-93.0788927,0.5,obsr131498,36,50,urban
S17248633,2014-02-19,2014,2,16.8335433,-93.0685329,NA,obsr131498,45,10,forest
S17249004,2014-02-27,2014,2,16.0939589,-91.7062279,5,obsr289455,72,10,forest
S17251127,2014-03-01,2014,3,20.8345869,-88.0529712,1.3333333333333333,obsr431367,9,50,urban
S17251537,2014-02-17,2014,2,18.4193507,-88.7915039,4,obsr205667,34,30,grassland
S17251580,2014-03-01,2014,3,17.740505,-88.025575,2,obsr132334,29,50,urban
S17251631,2014-02-17,2014,2,18.4567809,-88.9745486,0.16666666666666666,obsr205667,12,30,grassland
S17251722,2014-02-17,2014,2,18.4790772,-88.8163948,NA,obsr205667,1,10,forest
S17251767,2014-02-17,2014,2,18.4870824,-89.8991153,NA,obsr205667,5,10,forest
S17251825,2014-02-18,2014,2,18.4870824,-89.8991153,3.5,obsr205667,37,10,forest
S17251986,2014-02-18,2014,2,18.3008914,-89.8469592,6.833333333333333,obsr205667,50,10,forest
S17252040,2014-02-19,2014,2,18.3008914,-89.8469592,2.75,obsr205667,18,10,forest
S17252105,2014-02-19,2014,2,18.3008914,-89.8469592,2,obsr205667,13,10,forest
S17252246,2014-02-19,2014,2,18.1078139,-89.810164,3.75,obsr205667,44,10,forest
S17252342,2014-03-01,2014,3,14.618527,-90.492386,2,obsr414683,36,10,forest
S17252432,2014-02-20,2014,2,18.4041599,-89.9012518,2.1666666666666665,obsr205667,19,10,forest
S17252465,2014-03-01,2014,3,14.618527,-90.492386,2,obsr418529,35,10,forest
S17252481,2014-02-20,2014,2,18.4546458,-89.8892355,1.6666666666666667,obsr205667,21,10,forest
S17252584,2014-02-20,2014,2,18.5971473,-90.0861311,1,obsr205667,23,30,grassland
S17252632,2014-02-20,2014,2,18.5633692,-90.0125957,0.75,obsr205667,17,10,forest
S17252663,2014-02-21,2014,2,18.4041599,-89.9012518,0.8333333333333334,obsr205667,16,10,forest
S17252688,2014-02-21,2014,2,18.4761188,-89.88989,NA,obsr205667,5,10,forest
S17252758,2014-02-21,2014,2,18.3008914,-89.8469592,NA,obsr205667,1,10,forest
S17252923,2014-02-22,2014,2,17.9674556,-91.731033300000007,3,obsr205667,59,30,grassland
S17252932,2014-02-04,2014,2,16.8563869,-88.2063103,4,obsr295181,6,80,other
S17252935,2014-02-18,2014,2,20.2585512,-89.3438416,3,obsr300580,2,10,forest
S17252991,2014-02-20,2014,2,16.8363262,-88.2681003,0.08333333333333333,obsr268478,9,50,urban
S17253053,2014-02-22,2014,2,17.9261238,-91.7875072,1.5,obsr205667,41,30,grassland
S17253100,2014-02-21,2014,2,20.359625,-89.7705531,1.25,obsr300580,5,10,forest
S17253116,2014-02-20,2014,2,16.8364391,-88.2672139,0.5833333333333334,obsr268478,20,30,grassland
S17253122,2014-02-05,2014,2,16.781198,-88.45717,6,obsr295181,42,10,forest
S17253132,2014-02-20,2014,2,16.8364391,-88.2672139,0.05,obsr268478,3,30,grassland
S17253151,2014-02-22,2014,2,17.497618,-92.0153247,1.6666666666666667,obsr205667,30,10,forest
S17253153,2014-02-20,2014,2,16.8370963,-88.2678777,0.03333333333333333,obsr268478,2,10,forest
S17253206,2014-02-21,2014,2,16.8363262,-88.2681003,0.08333333333333333,obsr268478,6,50,urban
S17253217,2014-02-06,2014,2,17.0880894,-89.1409206,6,obsr295181,12,10,forest
S17253333,2014-02-07,2014,2,17.1394026,-88.7751961,4,obsr295181,5,10,forest
S17253338,2014-02-23,2014,2,17.4837164,-92.046634,8.333333333333334,obsr205667,61,30,grassland
S17253347,2014-02-23,2014,2,17.497618,-92.0153247,NA,obsr205667,1,10,forest
S17253370,2014-02-08,2014,2,16.9532907,-88.3563423,3,obsr295181,8,10,forest
S17253377,2014-02-23,2014,2,17.6710853,-91.8574619,NA,obsr205667,20,30,grassland
S17253435,2014-02-24,2014,2,17.4837164,-92.046634,2,obsr205667,20,30,grassland
S17253517,2014-02-25,2014,2,19.5967618,-90.2287173,3.3333333333333335,obsr205667,33,30,grassland
S17253561,2014-02-21,2014,2,16.3626389,-88.4862256,2.5,obsr268478,24,10,forest
S17253625,2014-02-21,2014,2,16.8622946,-88.2876563,NA,obsr268478,1,90,wetland
S17253655,2014-02-21,2014,2,16.8364391,-88.2672139,0.05,obsr268478,2,30,grassland
S17253702,2014-02-22,2014,2,16.8363262,-88.2681003,0.08333333333333333,obsr268478,4,50,urban
S17253724,2014-02-21,2014,2,16.5701846,-88.3656147,NA,obsr268478,1,10,forest
S17253938,2014-02-17,2014,2,18.4193507,-88.7915039,4,obsr135493,34,30,grassland
S17253951,2014-02-17,2014,2,18.4567809,-88.9745486,0.16666666666666666,obsr135493,12,30,grassland
S17253953,2014-02-17,2014,2,18.4790772,-88.8163948,NA,obsr135493,1,10,forest
S17253968,2014-02-25,2014,2,19.5967618,-90.2287173,3.3333333333333335,obsr135493,33,30,grassland
S17253971,2014-02-24,2014,2,17.4837164,-92.046634,2,obsr135493,20,30,grassland
S17253972,2014-02-23,2014,2,17.6710853,-91.8574619,NA,obsr135493,20,30,grassland
S17253975,2014-02-23,2014,2,17.497618,-92.0153247,NA,obsr135493,1,10,forest
S17253978,2014-02-23,2014,2,17.4837164,-92.046634,8.333333333333334,obsr135493,61,30,grassland
S17253979,2014-02-22,2014,2,17.497618,-92.0153247,1.6666666666666667,obsr135493,30,10,forest
S17253980,2014-02-22,2014,2,17.9261238,-91.7875072,1.5,obsr135493,41,30,grassland
S17253983,2014-02-22,2014,2,17.9674556,-91.731033300000007,3,obsr135493,59,30,grassland
S17253984,2014-02-21,2014,2,18.3008914,-89.8469592,NA,obsr135493,1,10,forest
S17253985,2014-02-21,2014,2,18.4761188,-89.88989,NA,obsr135493,5,10,forest
S17253988,2014-02-21,2014,2,18.4041599,-89.9012518,0.8333333333333334,obsr135493,16,10,forest
S17253989,2014-02-20,2014,2,18.5633692,-90.0125957,0.75,obsr135493,17,10,forest
S17253991,2014-02-20,2014,2,18.5971473,-90.0861311,1,obsr135493,23,30,grassland
S17253992,2014-02-20,2014,2,18.4546458,-89.8892355,1.6666666666666667,obsr135493,21,10,forest
S17253993,2014-02-20,2014,2,18.4041599,-89.9012518,2.1666666666666665,obsr135493,19,10,forest
S17253995,2014-02-19,2014,2,18.1078139,-89.810164,3.75,obsr135493,44,10,forest
S17253996,2014-02-19,2014,2,18.3008914,-89.8469592,2,obsr135493,13,10,forest
S17253999,2014-02-19,2014,2,18.3008914,-89.8469592,2.75,obsr135493,19,10,forest
S17254000,2014-02-18,2014,2,18.3008914,-89.8469592,6.833333333333333,obsr135493,50,10,forest
S17254001,2014-02-18,2014,2,18.4870824,-89.8991153,3.5,obsr135493,37,10,forest
S17254002,2014-02-17,2014,2,18.4870824,-89.8991153,NA,obsr135493,5,10,forest
S17254048,2014-02-22,2014,2,16.781198,-88.45717,3,obsr268478,48,10,forest
S17254192,2014-02-22,2014,2,16.7976391,-88.4088707,NA,obsr268478,1,10,forest
S17254260,2014-02-22,2014,2,16.781198,-88.45717,0.5,obsr268478,14,10,forest
S17254280,2014-02-22,2014,2,16.8094709,-88.3783579,NA,obsr268478,1,30,grassland
S17254287,2014-02-22,2014,2,16.8363262,-88.2681003,0.4166666666666667,obsr268478,10,50,urban
S17254338,2014-02-23,2014,2,16.8363262,-88.2681003,0.5,obsr268478,21,50,urban
S17254468,2014-02-23,2014,2,16.93222,-88.38333,2,obsr268478,30,10,forest
S17254493,2014-02-22,2014,2,21.2045044,-86.818428,1.5,obsr411187,26,95,wetland
S17254496,2014-02-23,2014,2,16.93222,-88.38333,0.4166666666666667,obsr268478,13,10,forest
S17254520,2014-02-23,2014,2,16.9369454,-88.3632946,NA,obsr268478,1,10,forest
S17254557,2014-03-01,2014,3,21.2008555,-86.8222733,1.5,obsr411187,22,50,urban
S17254587,2014-02-28,2014,2,21.2008555,-86.8222733,0.5,obsr411187,12,50,urban
S17256543,2014-02-28,2014,2,16.6304351,-92.4118423,0.25,obsr289884,4,10,forest
S17256611,2014-01-23,2014,1,17.179876,-89.028795,NA,obsr202120,5,10,forest
S17256737,2014-03-02,2014,3,17.740505,-88.025575,2,obsr132334,26,50,urban
S17256744,2014-02-26,2014,2,17.5299665,-88.3177185,NA,obsr320667,6,10,forest
S17256940,2014-02-26,2014,2,17.764876,-88.347268,NA,obsr320667,1,30,grassland
S17257318,2014-02-22,2014,2,21.2045044,-86.818428,1.5,obsr498386,26,95,wetland
S17261903,2014-02-21,2014,2,18.3160851,-89.8575425,1.3333333333333333,obsr205667,23,10,forest
S17261928,2014-02-21,2014,2,18.3008914,-89.8469592,NA,obsr205667,2,10,forest
S17262100,2014-02-21,2014,2,18.1845378,-89.7468424,2.0833333333333335,obsr205667,24,10,forest
S17262232,2014-02-21,2014,2,18.1928211,-89.7477382,1,obsr205667,7,10,forest
S17262308,2014-02-21,2014,2,18.1928211,-89.7477382,1,obsr135493,7,10,forest
S17262315,2014-02-21,2014,2,18.1845378,-89.7468424,2.0833333333333335,obsr135493,24,10,forest
S17262316,2014-02-21,2014,2,18.3008914,-89.8469592,NA,obsr135493,2,10,forest
S17262320,2014-02-21,2014,2,18.3160851,-89.8575425,1.3333333333333333,obsr135493,23,10,forest
S17264263,2014-02-24,2014,2,17.4420113,-91.9866586,2,obsr205667,23,10,forest
S17264291,2014-02-24,2014,2,17.4420113,-91.9866586,2,obsr135493,23,10,forest
S17266572,2014-02-27,2014,2,15.5932852,-92.8506658,3.75,obsr52442,91,30,grassland
S17266933,2014-02-23,2014,2,17.7305485,-88.0369073,3.5,obsr347306,9,95,wetland
S17267065,2014-02-24,2014,2,17.7305485,-88.0369073,3.5,obsr347306,13,95,wetland
S17267077,2014-02-20,2014,2,15.6727671,-92.800827,6.583333333333333,obsr52442,41,10,forest
S17267132,2014-02-24,2014,2,17.7305485,-88.0369073,1.5,obsr347306,4,95,wetland
S17267167,2014-02-24,2014,2,17.7305485,-88.0369073,0.75,obsr347306,2,95,wetland
S17267249,2014-02-24,2014,2,17.8234844,-91.8371201,1.1666666666666667,obsr205667,24,30,grassland
S17267314,2014-02-24,2014,2,17.8234844,-91.8371201,1.1666666666666667,obsr135493,24,30,grassland
S17267317,2014-02-25,2014,2,17.740505,-88.025575,6,obsr347306,4,50,urban
S17267489,2014-02-26,2014,2,16.57039,-88.093872,6,obsr347306,4,80,other
S17267537,2014-02-27,2014,2,16.8981852,-88.0618277,6,obsr347306,5,50,urban
S17267706,2014-02-28,2014,2,16.62235,-88.56007,3,obsr347306,18,10,forest
S17269320,2014-02-28,2014,2,16.5980297,-88.5673141,1.25,obsr347306,18,10,forest
S17269463,2014-02-28,2014,2,16.7805473,-88.4292984,1,obsr347306,3,30,grassland
S17269609,2014-03-02,2014,3,17.5401968,-92.9318476,3,obsr216000,65,10,forest
S17269614,2014-02-28,2014,2,16.7085476,-88.4389114,0.6666666666666666,obsr347306,17,30,grassland
S17269713,2014-03-01,2014,3,16.5359999,-88.4008026,0.16666666666666666,obsr347306,7,30,grassland
S17269743,2014-03-02,2014,3,17.5646653,-92.9286718,2,obsr216000,47,10,forest
S17269781,2014-03-01,2014,3,16.9806217,-88.2947159,1,obsr347306,6,50,urban
S17270335,2014-02-20,2014,2,15.6727671,-92.800827,6.583333333333333,obsr131498,41,10,forest
S17270337,2014-02-27,2014,2,15.5932852,-92.8506658,3.75,obsr131498,91,30,grassland
S17272539,2014-03-02,2014,3,17.9704057,-87.9292059,NA,obsr57626,20,95,wetland
S17272693,2014-03-02,2014,3,16.098903,-88.807371,NA,obsr246930,1,30,grassland
S17272709,2014-03-02,2014,3,17.194478,-88.7722757,2,obsr445431,77,10,forest
S17272731,2014-03-01,2014,3,16.098903,-88.807371,NA,obsr246930,2,30,grassland
S17272762,2014-02-28,2014,2,16.098903,-88.807371,NA,obsr246930,1,30,grassland
S17273161,2014-02-24,2014,2,17.9261238,-91.7875072,1.6666666666666667,obsr205667,45,30,grassland
S17273226,2014-02-16,2014,2,16.1753138,-88.820175,2,obsr301497,5,10,forest
S17273423,2014-03-02,2014,3,17.3280936,-88.5415581,3,obsr445431,63,50,urban
S17273519,2014-02-24,2014,2,17.9674556,-91.731033300000007,1.1666666666666667,obsr205667,40,30,grassland
S17273566,2014-02-24,2014,2,17.9674556,-91.731033300000007,NA,obsr205667,6,30,grassland
S17274180,2014-02-24,2014,2,17.9674556,-91.731033300000007,NA,obsr135493,6,30,grassland
S17274182,2014-02-24,2014,2,18.0512836,-91.9116211,1.1666666666666667,obsr135493,40,30,grassland
S17274185,2014-02-24,2014,2,17.9261238,-91.7875072,1.6666666666666667,obsr135493,45,30,grassland
S17277060,2014-03-02,2014,3,17.90933,-87.97262,4,obsr408093,26,10,forest
S17277328,2014-02-28,2014,2,20.5849109,-87.1161211,NA,obsr445559,18,50,urban
S17277735,2014-03-02,2014,3,14.6033521,-90.4855013,1,obsr414683,22,30,grassland
S17279203,2014-02-03,2014,2,18.0138755,-88.5417795,8,obsr315699,75,10,forest
S17281358,2014-03-02,2014,3,16.7364189,-92.6407301,1,obsr295463,16,50,urban
S17281612,2014-02-26,2014,2,20.62389,-87.07667,NA,obsr495256,1,50,urban
S17282082,2014-02-27,2014,2,18.0061568,-92.932325,6,obsr216000,43,10,forest
S17282122,2014-03-01,2014,3,17.9467811,-92.9177242,NA,obsr216000,16,80,other
S17282158,2014-03-02,2014,3,17.9467811,-92.9177242,NA,obsr216000,14,80,other
S17283212,2014-02-17,2014,2,16.755505,-93.142611,0.75,obsr197741,15,50,urban
S17283537,2014-02-18,2014,2,16.9719529,-93.6584473,8,obsr197741,61,10,forest
S17283656,2014-03-01,2014,3,21.4226611,-88.2452322,2.75,obsr439605,45,10,forest
S17283734,2014-03-01,2014,3,21.5958314,-88.1596184,2.5,obsr439605,51,50,urban
S17283789,2014-03-02,2014,3,21.5958314,-88.1596184,2.25,obsr439605,48,50,urban
S17283866,2014-03-02,2014,3,21.5651131,-88.0864126,3,obsr439605,60,30,grassland
S17286363,2014-03-03,2014,3,14.455479,-91.215531,0.16666666666666666,obsr164576,8,10,forest
S17288503,2014-03-03,2014,3,20.7647175,-86.9569588,2.5,obsr59516,18,10,forest
S17289268,2014-03-03,2014,3,15.4209251,-90.3242254,1.5,obsr403445,21,30,grassland
S17289271,2014-03-03,2014,3,15.4855072,-90.3607893,0.1,obsr418184,2,10,forest
S17289280,2014-03-03,2014,3,15.4227513,-90.3251059,NA,obsr403445,1,50,urban
S17289496,2014-03-03,2014,3,15.4227513,-90.3251059,NA,obsr403445,3,50,urban
S17289766,2014-02-19,2014,2,16.8335433,-93.0685329,8,obsr197741,51,10,forest
